Company,Permno,IpoDate
Fashion Channel Network,11756.0,1987-10-02
First Team Sports,11757.0,1987-10-02
II-VI,11752.0,1987-10-02
Dallas-Semiconductor,11761.0,1987-10-06
Spiegel,11760.0,1987-10-06
Steel of West Virginia,11764.0,1987-10-06
C.A. Blockers,11766.0,1987-10-07
Invitron,11767.0,1987-10-07
Communications Transmission,11774.0,1987-10-08
Electronic Data Technologies,11769.0,1987-10-08
HHB Systems,11768.0,1987-10-08
Liggett Group,75233.0,1987-10-08
Stage II Apparel,75244.0,1987-10-08
Code-Alarm,11773.0,1987-10-09
ISOETEC Communications,11772.0,1987-10-09
Johnson Worldwide Associates,11775.0,1987-10-09
Kerkhoff Industries Inc,75230.0,1987-10-13
Critical Industries,11782.0,1987-10-14
Tempest Technologies,11778.0,1987-10-14
Keptel,11779.0,1987-10-15
Blyth Holdings,11781.0,1987-10-16
Holiday RV Superstores,75563.0,1987-10-27
Camera Enterprises,11804.0,1987-11-13
International Yogurt,11805.0,1987-11-17
Thomson McKinnon Asset Mgmt LP,75246.0,1987-11-17
Properties of America,11806.0,1987-11-19
Borden Chemicals & Plastics LP,75385.0,1987-11-20
Clean Harbors,11809.0,1987-11-24
"Provident Bankshares,Maryland",11823.0,1987-12-15
CyberOptics,11825.0,1987-12-16
Orthomet,11828.0,1987-12-17
First State Financial Services,11831.0,1987-12-18
Great Bay Bankshares,11838.0,1987-12-23
Home Federal Savings Bank IN,11866.0,1988-01-14
Jean Philippe Fragrances,11884.0,1988-01-15
Roadmaster Industries,11929.0,1988-01-19
Charter One Financial,10725.0,1988-01-22
IMC Fertilizer Group,75259.0,1988-01-26
New York Bancorp,11911.0,1988-01-28
Houston Biomedical,75568.0,1988-01-29
PhoneTel Technologies,11918.0,1988-01-29
Truvel,11953.0,1988-01-29
Belmac,10574.0,1988-02-02
McClatchy Newspapers,75261.0,1988-02-04
L Rex International,78662.0,1988-02-05
Portsmouth Bank Shares,11921.0,1988-02-09
Salvatori Ophthalmics,11935.0,1988-02-09
AutoSpa Automalls,10359.0,1988-02-10
Gil-Med Industries,11859.0,1988-02-12
Intl Leisure Enterprises,11881.0,1988-02-12
Intl Nutrition & Genetics,11882.0,1988-02-12
ALFA International,10184.0,1988-02-24
Geraghty & Miller,11858.0,1988-02-25
Octel Communications,11913.0,1988-02-26
Maxim Integrated Products,11896.0,1988-02-29
Vanguard Cellular Systems,11958.0,1988-03-03
NS Group,75262.0,1988-03-04
Vitalink Communications,11960.0,1988-03-04
Gruene,11863.0,1988-03-08
Meicor,11900.0,1988-03-08
Varitronic Systems Inc,11959.0,1988-03-15
Mallard Coach,75570.0,1988-03-18
FlowMole,11853.0,1988-03-25
Mutual Federal S&L,11905.0,1988-03-29
Altera,75577.0,1988-03-30
Avondale Industries,10360.0,1988-03-30
Polifly Financial,11920.0,1988-03-30
Standard Federal S&L,11942.0,1988-03-30
Donnelly,75288.0,1988-04-05
Cease Fire,10677.0,1988-04-06
Information Mgmt Technologies,75569.0,1988-04-06
US WEST NewVector Group,75576.0,1988-04-06
FastComm Communications,11477.0,1988-04-11
Finevest Foods,75291.0,1988-04-11
Conner Peripherals,10967.0,1988-04-12
Oregon Steel Mills,75308.0,1988-04-12
Alliance Capital Mgmt,75278.0,1988-04-14
Country Lake Foods,11051.0,1988-04-14
Humagen,11872.0,1988-04-14
Contel Cellular,11004.0,1988-04-21
Skolniks,75315.0,1988-04-21
Arctic Alaska Fisheries,75283.0,1988-04-28
CytRx Biopool,11057.0,1988-05-03
Community Bancshares,10897.0,1988-05-04
United States Cellular,75320.0,1988-05-04
Freeport-McMoRan Copper Co Inc,75294.0,1988-05-05
Silk Greenhouse,11939.0,1988-05-06
"BFS Bankorp, Inc.",10457.0,1988-05-11
T2 Medical,75318.0,1988-05-11
Teleconnect,75319.0,1988-05-11
Catalina Lighting,75286.0,1988-05-12
Homestyle Buffet,11868.0,1988-05-12
Respironics,11927.0,1988-05-12
Sotheby's Holdings,75316.0,1988-05-13
BMR Financial Group,10476.0,1988-05-16
Compumat,10923.0,1988-05-17
Myo-Tech,75571.0,1988-05-17
Relational Technology,11925.0,1988-05-17
FirstMiss Gold,11849.0,1988-05-18
Richfood Holdings,11928.0,1988-05-18
Intercargo,11879.0,1988-05-23
Timberjack,11951.0,1988-05-24
Office Depot,75573.0,1988-06-01
ATC Environmental,10011.0,1988-06-02
Medstone International,11899.0,1988-06-02
U.S.A. Waste Services,11955.0,1988-06-02
Egghead,11964.0,1988-06-06
Hughes Homes,11871.0,1988-06-06
Kinetic Concepts,11888.0,1988-06-07
DataVend,11071.0,1988-06-08
Phoenix Technologies,11917.0,1988-06-14
"First Federal S & L, Lenawee",11619.0,1988-06-15
Harvard Knitwear,11865.0,1988-06-16
Penn Traffic,75310.0,1988-06-16
Dell Computer,11081.0,1988-06-22
General Microelectronics,11857.0,1988-06-22
Index Technology,11876.0,1988-06-23
Mindscape,11904.0,1988-06-23
Carolina Southern Bank,12139.0,1988-06-28
EW Scripps,11936.0,1988-06-29
Gaylord Container,75295.0,1988-06-29
Drug Emporium,11106.0,1988-06-30
Peoples Bank of Bridgeport,12073.0,1988-07-06
Burlington Resources,75333.0,1988-07-07
Chaparral Steel,75335.0,1988-07-07
National Health Laboratories,12062.0,1988-07-07
CONCORD CAMERA,11998.0,1988-07-12
Eastland Financial,12013.0,1988-07-12
Babbages,11977.0,1988-07-14
Apogee Technology,12118.0,1988-07-15
Homeowners Group,12193.0,1988-07-15
Assix International,12120.0,1988-07-19
Oneita Industries,75356.0,1988-07-19
Tri-R Systems,12273.0,1988-07-20
Tuscarora Plastics,12099.0,1988-07-21
American Power Conversion,11970.0,1988-07-22
Bayou Steel,75328.0,1988-07-27
Automotive Industries,12127.0,1988-07-28
Bond International Gold,75332.0,1988-07-28
Columbia Laboratories,12149.0,1988-07-28
Charter Federal Savings Bank,11991.0,1988-07-29
Rexene,75358.0,1988-07-29
Environmental Control Group,12016.0,1988-08-02
Channel America LPTV Holdings,12147.0,1988-08-03
Default Proof Credit Card Sys,12156.0,1988-08-04
Kile Technology,12200.0,1988-08-04
Mayflower Financial,12055.0,1988-08-09
Smithfield Companies,12086.0,1988-08-09
Ashland Coal,75326.0,1988-08-11
Fund Alabama,12170.0,1988-08-11
Kinder-Care Learning Centers,12041.0,1988-08-11
Long Island City Financial,12050.0,1988-08-11
NeoRx,12063.0,1988-08-11
Novellus Systems,12067.0,1988-08-11
BMC Software,11976.0,1988-08-12
In Home Health,12195.0,1988-08-12
Stotler Group,12091.0,1988-08-12
Unitronix,12102.0,1988-08-12
B&H Ocean Carriers,75327.0,1988-08-17
SynOptics Communications,12094.0,1988-08-19
Franklin First Financial,12019.0,1988-08-23
Home Port Bancorp,12031.0,1988-08-23
Casual Male,11987.0,1988-09-20
Weitek,12284.0,1988-09-20
DFSoutheastern,12004.0,1988-09-23
Heritage Media,75348.0,1988-09-23
Automobile Protection,12126.0,1988-09-28
Landmark Graphics,12048.0,1988-09-28
Associated Natural Gas,11975.0,1988-09-29
Gitano Group,75397.0,1988-09-30
ARIX,12119.0,1988-10-04
Selfix,75585.0,1988-10-05
Sierra On-Line,12259.0,1988-10-05
BioAnalogics,12130.0,1988-10-11
Lindsay Manufacturing,12211.0,1988-10-12
Sterling Chemicals,75422.0,1988-10-12
FFO Financial Group,12164.0,1988-10-13
Wainwright Bank & Trust,12281.0,1988-10-13
Metcalf & Eddy Companies,12223.0,1988-10-18
American Steel & Wire,12115.0,1988-10-19
Taunton Technologies,12265.0,1988-10-19
Kitchen Bazaar,12201.0,1988-10-20
Midwest Grain Products,12226.0,1988-10-20
Neoterik Health Technologies,12231.0,1988-10-20
Softsel Computer Products,12260.0,1988-10-20
HQ Office Supplies Warehouse,12186.0,1988-10-21
Omni Films International,75583.0,1988-10-25
Racal Telecom,75418.0,1988-10-25
WestAir Holding,75431.0,1988-10-25
VSB Bancorp,12276.0,1988-10-27
Logic Devices,12214.0,1988-11-02
Beckman Instruments,75383.0,1988-11-04
Metro Bancshares,12224.0,1988-11-04
Leroy Pharmacies,12208.0,1988-11-07
Dimensional Visions Group,12157.0,1988-11-08
Community Bancorp,12150.0,1988-11-10
Genus,12174.0,1988-11-10
GNW Financial,12172.0,1988-12-02
Kushner-Locke,12202.0,1988-12-06
OptimumCare,75664.0,1988-12-06
Terminal Applications Group,12268.0,1988-12-07
Office Club,12238.0,1988-12-08
Wellington Leisure Products,12285.0,1988-12-08
Santa Fe Pacific Pipeline LP,87130.0,1988-12-12
Hingham Institution for Svngs,12189.0,1988-12-13
FMS Financial,12165.0,1988-12-14
Hitox Corporation of America,12190.0,1988-12-14
Bliss & Laughlin Industries,12131.0,1988-12-15
ERC Environmental and Energy,12161.0,1988-12-15
International Barrier,12198.0,1988-12-16
CBL Medical,12135.0,1988-12-21
Greenwood Bank of Bethel,12182.0,1988-12-21
Thermo Cardiosystems,75445.0,1989-01-12
Biopore,75680.0,1989-01-17
Lyondell Petrochemical,75444.0,1989-01-18
American Federal Bank,75683.0,1989-01-19
FSI International,75434.0,1989-01-19
Franklin Principal Maturity Tr,75440.0,1989-01-19
Software Developer's,75684.0,1989-01-19
American Network Group,75688.0,1989-01-24
Legends Company of Chicago,75689.0,1989-01-25
VanFed Bancorp,75437.0,1989-01-26
B&H Maritime Carriers,75454.0,1989-02-02
Network General,75448.0,1989-02-02
BTU International,75447.0,1989-02-07
Himedics,75693.0,1989-02-07
United Federal Bancorp,75450.0,1989-02-08
Clinical Technologies Assoc,75696.0,1989-02-09
"Greenstone, Rabasca, Roberts",75697.0,1989-02-10
Cattleguard,75698.0,1989-02-14
BT Telecom,75699.0,1989-02-16
Environmental Mntrg & Testing,75701.0,1989-02-23
H.W. Kaufman Financial Group,75702.0,1989-02-23
Richard Barrie Fragrances,75711.0,1989-02-28
American Body Armor & Equip,75722.0,1989-03-14
Keller Industries,78699.0,1989-03-14
Agristar,75736.0,1989-03-16
Benton Oil and Gas,75734.0,1989-03-21
Pure Tech International,75728.0,1989-03-22
Presstek,75730.0,1989-03-28
Arkansas Freightways,75483.0,1989-03-30
Condor Services,75485.0,1989-04-05
Microtel Franchise and Dvlp,75739.0,1989-04-06
Chieftain International,75478.0,1989-04-11
Bytex,75487.0,1989-04-13
Sevenson Environmental Svcs,75488.0,1989-04-18
EnClean,75743.0,1989-04-19
International Broadcast Sys,75745.0,1989-04-21
ChemDesign,75617.0,1989-04-26
Creative Learning Products,75748.0,1989-04-27
Staples,75489.0,1989-04-27
Transgenic Sciences,75750.0,1989-05-02
Wildey,75752.0,1989-05-04
Consilium,75614.0,1989-05-09
DocuCon,75754.0,1989-05-09
Goal Systems International,75634.0,1989-05-09
Chempower,75627.0,1989-05-11
Duty Free International,75615.0,1989-05-11
Unity Healthcare Holding,75756.0,1989-05-11
VISX,75757.0,1989-05-11
Magnetech,75758.0,1989-05-12
Sunrise Technologies,75760.0,1989-05-12
Bernstein/Leibstone Associates,75762.0,1989-05-15
Xsirius Superconductivity,75761.0,1989-05-15
Nortankers,75624.0,1989-05-16
Comptronix,75635.0,1989-05-18
Unitog,79410.0,1989-05-18
BP Prudhoe Bay Royalty Trust,75622.0,1989-05-23
Regent Bancshares,75766.0,1989-05-24
Amerifax,75772.0,1989-05-30
Cabletron Systems,75625.0,1989-05-30
Plum Creek Timber LP,75592.0,1989-06-01
IDEX,75591.0,1989-06-02
Cirrus Logic,75603.0,1989-06-08
T/SF Communications,75593.0,1989-06-08
Frenchtex,75777.0,1989-06-13
MagneTek,75596.0,1989-06-13
Weirton Steel,75597.0,1989-06-14
Bali Jewelry,75780.0,1989-06-21
Smith's Food & Drug Centers,75602.0,1989-06-21
Europa Cruises,75781.0,1989-06-22
Rexhall Industries,75606.0,1989-06-22
Preferred Homecare of America,75782.0,1989-06-23
Symantec,75607.0,1989-06-23
Synetic,75608.0,1989-06-28
Handex Environmental Recovery,75609.0,1989-06-29
Sports-Tech International,75786.0,1989-06-29
Westcott Communications,75954.0,1989-07-07
Allou Health & Beauty Care,75823.0,1989-07-11
BEI Electronics,75801.0,1989-07-13
CCAIR,75651.0,1989-07-13
Cortex Pharmaceuticals,75962.0,1989-07-18
Cognex,75654.0,1989-07-20
Giddings & Lewis,76070.0,1989-07-20
Lechters,75655.0,1989-07-20
Mascott,75966.0,1989-07-26
Eagle Food Centers,75659.0,1989-07-27
GZA GeoEnvironmental,75657.0,1989-07-27
Biomagnetic Technologies,75645.0,1989-07-28
Marine Drilling Companies,75660.0,1989-07-28
Newbridge Networks,78711.0,1989-07-28
Smith Corona,75643.0,1989-07-28
Ogden Projects,75792.0,1989-08-02
Serv-Tech,75794.0,1989-08-03
Allstate Financial,75795.0,1989-08-07
Air & Water Technologies,75793.0,1989-08-10
"Image Bank, Inc.",75796.0,1989-08-10
Phoenix Laser Systems,75972.0,1989-08-10
Grace Energy,75790.0,1989-08-17
BizMart,75798.0,1989-08-18
Neogen,75976.0,1989-08-23
New Image Industries,75800.0,1989-08-24
Specialty Retail Services,75977.0,1989-08-24
Chart House Enterprises Inc,75815.0,1989-08-29
Office Products of America,75980.0,1989-08-29
Brite Voice Systems,75818.0,1989-09-06
Strings Ltd,75984.0,1989-09-07
Applebee's International,78717.0,1989-09-19
Vencor,75819.0,1989-09-19
Central Newspapers,75808.0,1989-09-20
Electronic Arts,75828.0,1989-09-20
First City Bancorp,75820.0,1989-09-21
Megamation,75991.0,1989-09-21
Hotelecopy,75821.0,1989-09-28
Surgical Laser Technologies,75822.0,1989-09-29
Neurogen,76000.0,1989-10-03
Robec,75918.0,1989-10-03
Enron Oil & Gas,75825.0,1989-10-04
Digi International,75831.0,1989-10-05
"AG Automotive Warehouses,",76002.0,1989-10-10
Employee Benefits Plans,75832.0,1989-10-12
Rally's,75833.0,1989-10-12
NDE Environmental,76005.0,1989-10-17
Caere,75873.0,1989-10-19
Exabyte,75834.0,1989-10-19
Sierra Tucson Companies,75835.0,1989-10-19
KnowledgeWare,75933.0,1989-10-20
Allied Capital II,75836.0,1989-10-26
Williams Controls,76013.0,1989-10-27
Potash Corp of Saskatchewan,75844.0,1989-11-01
First Federal Capital,75851.0,1989-11-02
General Parcel Service,76016.0,1989-11-02
Healthsource,75850.0,1989-11-02
Harmonia Bancorp,75852.0,1989-11-07
Amtech,75853.0,1989-11-08
Lattice Semiconductor,75854.0,1989-11-08
Valley Forge Scientific,76020.0,1989-11-08
Advanced Environmental Recyclg,76023.0,1989-11-09
Ajay Sports,76027.0,1989-11-09
Mass Microsystems,76021.0,1989-11-09
William & Clarissa,76029.0,1989-11-14
Solectron,75857.0,1989-11-15
URCARCO,75858.0,1989-11-15
ImmunoGen,75860.0,1989-11-16
ProCyte,75859.0,1989-11-16
Receptech,76077.0,1989-11-17
TSS,76035.0,1989-11-20
ECI Environmental,75848.0,1989-11-21
Gehl,75861.0,1989-11-21
Yes Clothing,75862.0,1989-11-21
Capital Bancorporation,76037.0,1989-11-22
Cryomedical Sciences,76038.0,1989-11-22
Helian Health Group,76072.0,1989-11-22
REN Corp-USA,75865.0,1989-11-28
Laserscope,75866.0,1989-11-30
Remittance Technologies,76043.0,1989-12-04
Sun Sportswear,75913.0,1989-12-06
Arkla Exploration,75889.0,1989-12-07
Parametric Technology,75912.0,1989-12-07
Cellular Information Systems,75903.0,1989-12-08
Industrial Funding,75908.0,1989-12-08
Western Gas Resources,75888.0,1989-12-08
Berlitz International,75891.0,1989-12-13
First Brands,75880.0,1989-12-13
American Capital and Research,75899.0,1989-12-14
G-III Apparel Group,75905.0,1989-12-14
Giant Industries,75881.0,1989-12-14
Great Southern Bancorp,75906.0,1989-12-14
Home Nutritional Services,75907.0,1989-12-14
Midwesco Filter Resources,76052.0,1989-12-14
PolyGram,75886.0,1989-12-14
Borland International,75902.0,1989-12-19
Keegan Management,75909.0,1989-12-20
Ramsay-HMO,76062.0,1989-12-20
Exide Electronics Group,75904.0,1989-12-21
MIPS Computer Systems,75910.0,1989-12-21
Martech USA,76066.0,1989-12-21
CM Communications,76315.0,1990-01-11
MAF Bancorp,75925.0,1990-01-12
Biomechanics of America,76309.0,1990-01-17
Millfeld Trading Co,76215.0,1990-01-19
Roberts Pharmaceutical,75929.0,1990-01-23
Twin Star Productions,76216.0,1990-01-24
Summit Financial,76445.0,1990-01-25
TriCare,75930.0,1990-01-26
Hadson Energy Resources,75931.0,1990-01-31
I-Flow,76371.0,1990-02-01
Henley International,76075.0,1990-02-02
Cabot Oil & Gas,76082.0,1990-02-07
US Bioscience Inc.,75849.0,1990-02-08
Xenejenex,76463.0,1990-02-09
Reader's Digest Association,76085.0,1990-02-14
Intera Information Tech,78724.0,1990-02-15
Cisco Systems,76076.0,1990-02-16
Digital Sound,76080.0,1990-02-27
Capucino's,76318.0,1990-02-28
TEPPCO Partners LP,76088.0,1990-02-28
Hologic,76095.0,1990-03-01
Integrated Systems,76096.0,1990-03-06
Sequoia Systems,76098.0,1990-03-06
CII Financial,76097.0,1990-03-07
"Interneuron Pharmaceuticals,",76374.0,1990-03-08
Santa Fe Energy Resources,76122.0,1990-03-08
Delphi Financial Group,76099.0,1990-03-13
Tuboscope,76101.0,1990-03-13
Verifone,76142.0,1990-03-13
Medical Nutrition,76390.0,1990-03-14
Viking Office Products,76104.0,1990-03-14
Bankers,76105.0,1990-03-16
DeVlieg-Bullard,76106.0,1990-03-16
NDC Automation,76397.0,1990-03-21
Tokos Medical,76110.0,1990-03-26
Geneva Steel,76116.0,1990-03-27
Medicis Pharmaceutical,76391.0,1990-03-28
Syntellect,76111.0,1990-03-29
International Airlines Support,76373.0,1990-04-02
TETRA Technologies,76127.0,1990-04-03
Pinkerton's,76131.0,1990-04-04
Pharmacy Management Services,76132.0,1990-04-05
MedGroup,76387.0,1990-04-06
Advanced Logic Research,76271.0,1990-04-11
RMI Titanium Co,76148.0,1990-04-12
Sanifill,76162.0,1990-04-12
Craftmade International,76336.0,1990-04-17
Pool Energy Services,76133.0,1990-04-17
Sullivan Dental Products,76134.0,1990-04-18
Granite Construction,76135.0,1990-04-20
BE Avionics,76138.0,1990-04-23
Orbital Sciences,76139.0,1990-04-24
Fingerhut,76146.0,1990-04-25
Home Federal Savings Bank MO,76140.0,1990-04-25
Safeway,76149.0,1990-04-25
Wahlco Environmental Systems,76150.0,1990-04-25
JMAR Industries,76317.0,1990-04-26
STOR Furnishings International,76434.0,1990-04-27
Telebit,76141.0,1990-04-27
American Biogenetic Sciences,76295.0,1990-05-01
Aspect Telecommunications,76165.0,1990-05-01
IG Laboratories,76168.0,1990-05-02
Immune Response,76166.0,1990-05-02
Dynasty Classics,76167.0,1990-05-03
ACTV Inc.,76290.0,1990-05-04
CMS/DATA,76280.0,1990-05-08
Lidak Pharmaceuticals,76383.0,1990-05-08
RasterOps,76169.0,1990-05-09
Integrated Waste Services,76170.0,1990-05-14
Club-Theatre Network,76327.0,1990-05-15
Fountain Pharmaceuticals,76353.0,1990-05-15
Pinnacle Environmental,76174.0,1990-05-17
Mid-American Waste Systems,76173.0,1990-05-18
HealthInfusion,76175.0,1990-05-23
Chiles Offshore,76186.0,1990-05-24
Curragh Resources,76179.0,1990-05-24
Mr. Coffee,76176.0,1990-05-31
K-Swiss,76195.0,1990-06-04
Fleer Corp,76193.0,1990-06-05
Gensia Pharmaceuticals,76194.0,1990-06-05
Digital Systems International,76199.0,1990-06-08
NSC,76200.0,1990-06-12
Xilinx,76201.0,1990-06-12
Helix BioCore,76367.0,1990-06-13
Transatlantic Holdings,76219.0,1990-06-15
Gamma International,76355.0,1990-06-21
"CFSB Bancorp, Inc.",76205.0,1990-06-22
AICorp,76206.0,1990-06-25
Arctco,76207.0,1990-06-26
Benchmark Electronics,76224.0,1990-06-28
Crest Industries,76211.0,1990-06-29
Horsehead Resource Development,76212.0,1990-06-29
Micrografx,76267.0,1990-06-29
Sundowner Offshore Services,76213.0,1990-06-29
Swift Transportation,76214.0,1990-06-29
Vidmark,76208.0,1990-06-29
Wet Seal,76217.0,1990-07-03
Orthopedic Services,76269.0,1990-07-10
Winners Circle,76460.0,1990-07-10
Foundation Health,76248.0,1990-07-11
Environmental Elements,76222.0,1990-07-13
Alias Research,78734.0,1990-07-17
Command Security Corp,76330.0,1990-07-19
In-Store Advertising,76229.0,1990-07-19
MECA Software,76227.0,1990-07-19
Modtech,76228.0,1990-07-19
O'Charley's,76223.0,1990-07-19
Wisconsin Pharmacal,76461.0,1990-07-19
BJ Services,76240.0,1990-07-20
Trimble Navigation,76230.0,1990-07-20
IKOS Systems,76231.0,1990-07-25
Offshore Pipelines,76245.0,1990-07-25
VIMRx Pharmaceuticals,76457.0,1990-07-25
Banner Aerospace,76247.0,1990-07-26
Coho Resources,76232.0,1990-07-26
Allied Clinical Laboratories,76235.0,1990-07-31
Pit Stop Auto Centers,76418.0,1990-07-31
Bird Medical Technologies,76253.0,1990-08-01
Prime Cellular,76421.0,1990-08-02
Vintage Petroleum,76272.0,1990-08-03
Easel,76256.0,1990-08-09
Omega Health Systems,76408.0,1990-08-09
DynaGen,76342.0,1990-08-10
Celebrity Resorts,76320.0,1990-08-14
Lunar,76257.0,1990-08-14
Gerrity Oil and Gas Corp.,76258.0,1990-08-15
Marcam,76259.0,1990-08-16
Regenex,76429.0,1990-08-16
Failure Group,76261.0,1990-08-17
Radius,76281.0,1990-08-20
GB Foods,76354.0,1990-08-21
Vital Signs,76265.0,1990-08-29
Rocky Mountain Helicopters,76262.0,1990-09-11
First Seismic,76349.0,1990-09-18
Pamida Holdings,76286.0,1990-09-18
Grant Norpac,76278.0,1990-09-19
Ringer,76430.0,1990-09-19
Matrix Service,76279.0,1990-09-26
American Waste Services,76475.0,1990-10-04
Universal International,76472.0,1990-10-12
Pamet Systems,76531.0,1990-11-01
Northrim Bank,76529.0,1990-11-05
Rochester Medical,76980.0,1990-11-05
Triple Threat Enterprises,76546.0,1990-11-21
Everest Medical,76549.0,1990-12-06
Digital Biometrics,76548.0,1990-12-07
Car Mart,76547.0,1990-12-11
Express Cash International,76539.0,1990-12-12
Air-Cure Environmental,76543.0,1990-12-14
Health Risk Management,76505.0,1990-12-19
In Focus Systems,76507.0,1990-12-20
IPS Health Care,76933.0,1991-01-16
ALTA Health Strategies,76554.0,1991-01-22
MBNA,76557.0,1991-01-22
Cygnus Therapeutic Systems,76910.0,1991-01-31
Health Management Associates,76565.0,1991-02-05
National Medical Waste,76957.0,1991-02-06
Advanced Photonix,76879.0,1991-02-11
